class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
downdog,0.37108105421066284,0.7123757004737854,0.048853203654289246,0.9966285824775696,0.3508914113044739,0.7076716423034668,0.013523628935217857,0.9944567680358887,0.34956520795822144,0.7028258442878723,0.013065585866570473,0.9947180151939392,0.34811854362487793,0.6980471014976501,0.013135806657373905,0.9955718517303467,0.3523370027542114,0.7106513977050781,0.06328806281089783,0.9968811273574829,0.3521520495414734,0.7077391147613525,0.062460631132125854,0.9981805086135864,0.3516941964626312,0.7051143050193787,0.062275633215904236,0.9982573390007019,0.3446277379989624,0.6593185663223267,-0.08263810724020004,0.9964529275894165,0.3467180132865906,0.6644651293754578,0.143158957362175,0.9957607388496399,0.38492968678474426,0.6834948062896729,0.025416703894734383,0.9906731247901917,0.3882747292518616,0.6884082555770874,0.08752810209989548,0.9895122647285461,0.37390732765197754,0.5437819957733154,-0.12869232892990112,0.9995356798171997,0.3833395838737488,0.5424910187721252,0.22095929086208344,0.9975823163986206,0.26099830865859985,0.7460099458694458,-0.23444245755672455,0.9300235509872437,0.27949538826942444,0.7093257308006287,0.2211829274892807,0.007914675399661064,0.13912418484687805,0.8757847547531128,-0.1784978210926056,0.9092429280281067,0.1732761263847351,0.840756893157959,0.02495342493057251,0.03731695935130119,0.10666889697313309,0.8948591351509094,-0.2194959968328476,0.9016610383987427,0.14411506056785583,0.8527438044548035,0.003782453713938594,0.11346864700317383,0.09869996458292007,0.8894422054290771,-0.1980006843805313,0.8850887417793274,0.138036847114563,0.8544598817825317,-0.034251339733600616,0.11697753518819809,0.11326318234205246,0.8832962512969971,-0.16903401911258698,0.8577408194541931,0.14763420820236206,0.8525242805480957,0.0002584581670816988,0.09679146111011505,0.6124129891395569,0.14197848737239838,-0.12410233169794083,0.9991280436515808,0.6043368577957153,0.17942681908607483,0.12385280430316925,0.9990012049674988,0.6970835328102112,0.5394946336746216,-0.06372983008623123,0.8420013189315796,0.693526029586792,0.5402950644493103,0.10462690889835358,0.0026628761552274227,0.8687322735786438,0.8181933164596558,-0.01701405458152294,0.8172637820243835,0.8542300462722778,0.8054720759391785,0.18229185044765472,0.009445056319236755,0.912433385848999,0.8604972958564758,-0.020047569647431374,0.9522852897644043,0.8918658494949341,0.8507127165794373,0.18566276133060455,0.03852413222193718,0.793419361114502,0.9371785521507263,-0.11215333640575409,0.9227070212364197,0.7847349643707275,0.9208810925483704,0.11205391585826874,0.04212959110736847
downdog,0.7144240736961365,0.5551105737686157,0.001772607327438891,0.9996412992477417,0.7267063856124878,0.5411027669906616,0.011932525783777237,0.9990301132202148,0.7266130447387695,0.5376470685005188,0.011487158015370369,0.999546229839325,0.7263007760047913,0.5337533950805664,0.011579134501516819,0.9990559220314026,0.7260265946388245,0.5415084362030029,-0.02402760274708271,0.9992805123329163,0.7255217432975769,0.5384622812271118,-0.024598190560936928,0.9997742772102356,0.7249553799629211,0.5348906517028809,-0.02484407275915146,0.9996238946914673,0.7189266085624695,0.5086531639099121,0.05717038735747337,0.9995328187942505,0.717797040939331,0.5094227194786072,-0.10578284412622452,0.9995375871658325,0.7003992795944214,0.5454784631729126,0.030226945877075195,0.9983395338058472,0.699698805809021,0.5462098121643066,-0.02122279815375805,0.9983416795730591,0.6579038500785828,0.4744384288787842,0.14191240072250366,0.9995914101600647,0.6711018085479736,0.4801253080368042,-0.16544930636882782,0.9999428987503052,0.7219571471214294,0.5908194780349731,0.19507019221782684,0.05467523634433746,0.7318838834762573,0.6072673797607422,-0.3491211235523224,0.9884697198867798,0.7980701923370361,0.6721000075340271,0.0057828533463180065,0.1966264396905899,0.8225451707839966,0.7039158344268799,-0.33925744891166687,0.9934974908828735,0.8212541341781616,0.6683487296104431,0.01000982616096735,0.48893436789512634,0.8568719029426575,0.7076117992401123,-0.40041977167129517,0.9873730540275574,0.8265060782432556,0.6641842126846313,-0.04728500545024872,0.5099314451217651,0.8624120354652405,0.6989544034004211,-0.35841596126556396,0.9833076000213623,0.8199185132980347,0.6705062389373779,-0.018795890733599663,0.48241865634918213,0.8499330878257751,0.6984944343566895,-0.32785430550575256,0.9705507755279541,0.47486937046051025,0.26963865756988525,0.1114511713385582,0.9997575879096985,0.47795772552490234,0.2622021436691284,-0.11165118962526321,0.9998465776443481,0.3828248381614685,0.4638848304748535,0.16017547249794006,0.04348353296518326,0.3735772967338562,0.46020328998565674,-0.0811220183968544,0.956041693687439,0.30137163400650024,0.6220065355300903,0.2841876447200775,0.19180576503276825,0.278079092502594,0.6527457237243652,-0.026726622134447098,0.9740299582481384,0.2785947024822235,0.6603826284408569,0.28841695189476013,0.40888699889183044,0.2502800226211548,0.6889421343803406,-0.026698248460888863,0.9774057269096375,0.36034926772117615,0.6655226945877075,0.2208954244852066,0.49998044967651367,0.3451130986213684,0.6932219862937927,-0.11721640080213547,0.97149658203125
downdog,0.5264156460762024,0.6136796474456787,-0.02099452167749405,0.9906506538391113,0.5116156935691833,0.6286282539367676,-0.04711880534887314,0.9866494536399841,0.507841944694519,0.6268161535263062,-0.047523628920316696,0.9874384999275208,0.5045266151428223,0.6250023245811462,-0.04750512167811394,0.9914228320121765,0.5153378248214722,0.6306852698326111,-0.006985492538660765,0.9907562136650085,0.5140156745910645,0.6303088665008545,-0.0076058958657085896,0.9933152794837952,0.5126088261604309,0.6301001310348511,-0.007826518267393112,0.9937080144882202,0.49203288555145264,0.6081185936927795,-0.11796294152736664,0.9911830425262451,0.4990927278995514,0.6125975847244263,0.06627904623746872,0.9776785373687744,0.5238484740257263,0.5898358821868896,-0.03728147968649864,0.9768666625022888,0.5278388261795044,0.5938977003097534,0.013448122888803482,0.9628998041152954,0.47889482975006104,0.5110737085342407,-0.16072848439216614,0.999467670917511,0.49902066588401794,0.5326432585716248,0.15443909168243408,0.9960242509841919,0.3996216654777527,0.654866635799408,-0.29096025228500366,0.6532561182975769,0.4438244104385376,0.6490095853805542,0.17520761489868164,0.0020394332241266966,0.3082711100578308,0.7741538286209106,-0.2912760078907013,0.6329030990600586,0.3819539248943329,0.7435595989227295,0.012883385643362999,0.006308204494416714,0.282161146402359,0.7865617275238037,-0.332594096660614,0.6076497435569763,0.36415114998817444,0.7450704574584961,0.001933831488713622,0.01881132461130619,0.27759650349617004,0.7815104722976685,-0.30680155754089355,0.5716161727905273,0.36052682995796204,0.7429831624031067,-0.037352144718170166,0.018696581944823265,0.28941500186920166,0.7805461883544922,-0.28125807642936707,0.4785909354686737,0.3628631830215454,0.7472864389419556,-0.010529566556215286,0.017334533855319023,0.6534020304679871,0.2848418653011322,-0.11068230122327805,0.99815434217453,0.6539110541343689,0.32003214955329895,0.1103605329990387,0.997848391532898,0.770251452922821,0.4993478059768677,-0.10108498483896255,0.25921517610549927,0.7600511908531189,0.5094709396362305,0.09592156857252121,0.0010568629950284958,0.8502516746520996,0.7199090123176575,-0.09490160644054413,0.2254578322172165,0.8288664221763611,0.6943279504776001,0.14780788123607635,0.002375727752223611,0.8895226120948792,0.7658999562263489,-0.10156799107789993,0.6235439777374268,0.859787106513977,0.7302244901657104,0.14905135333538055,0.013596154749393463,0.8108251690864563,0.7968703508377075,-0.191410094499588,0.45758238434791565,0.797535240650177,0.7723323106765747,0.0866919532418251,0.00896660890430212
downdog,0.48224878311157227,0.6935104131698608,0.013131598941981792,0.9989303946495056,0.49789419770240784,0.7069054841995239,0.015241866931319237,0.9943307638168335,0.5006560683250427,0.7056064605712891,0.014729621820151806,0.9985815286636353,0.5034355521202087,0.7037656307220459,0.014756536111235619,0.9947988986968994,0.49758443236351013,0.7064000368118286,-0.019121136516332626,0.9950641989707947,0.5001913905143738,0.7049275040626526,-0.019669247791171074,0.9991362690925598,0.5032384395599365,0.7030114531517029,-0.019871601834893227,0.997055172920227,0.5154886245727539,0.6783881783485413,0.05087493732571602,0.9985803365707397,0.5156840682029724,0.6762580871582031,-0.1070215255022049,0.998264729976654,0.48272639513015747,0.6639975905418396,0.04366932064294815,0.9922930002212524,0.4826487600803375,0.6635434627532959,-0.0063566649332642555,0.9911977648735046,0.5320577025413513,0.5189430117607117,0.1137266755104065,0.9995978474617004,0.5070627927780151,0.5698775053024292,-0.07672364264726639,0.9998519420623779,0.5930883288383484,0.6402102708816528,0.2367982566356659,0.13370291888713837,0.5752579569816589,0.7398999333381653,-0.23725107312202454,0.9944315552711487,0.6703630685806274,0.7127448320388794,0.09054487198591232,0.7280951738357544,0.6741396188735962,0.8230640888214111,-0.20177319645881653,0.9982652068138123,0.6985953450202942,0.7185954451560974,0.09760639071464539,0.93910151720047,0.7018226981163025,0.8459364771842957,-0.24338605999946594,0.9960182309150696,0.7007802724838257,0.7272650003433228,0.047776345163583755,0.9444149136543274,0.7078611254692078,0.8343753218650818,-0.20397548377513885,0.9954527020454407,0.691849946975708,0.7330324649810791,0.07209048420190811,0.9284860491752625,0.6983644962310791,0.8250263929367065,-0.18857286870479584,0.9926909804344177,0.3345426321029663,0.22773528099060059,0.0764644518494606,0.9985195994377136,0.31446078419685364,0.2510698735713959,-0.07717262953519821,0.9989109039306641,0.2577914893627167,0.46954262256622314,0.22046346962451935,0.028941310942173004,0.2395627200603485,0.5014805197715759,0.04272768273949623,0.9602393507957458,0.18462784588336945,0.6909695863723755,0.3810381293296814,0.27864038944244385,0.16343246400356293,0.7479903101921082,0.1781996488571167,0.9837010502815247,0.17172583937644958,0.7247670292854309,0.38995957374572754,0.5672409534454346,0.14830690622329712,0.7814168930053711,0.18651533126831055,0.9904876351356506,0.24230365455150604,0.750714123249054,0.33648285269737244,0.6700915694236755,0.23040199279785156,0.7824695110321045,0.12652190029621124,0.987531840801239
downdog,0.4370325207710266,0.7422038316726685,-0.010302448645234108,0.9948276877403259,0.42165669798851013,0.7596602439880371,-0.042762868106365204,0.9888140559196472,0.41951099038124084,0.7580553293228149,-0.04311714693903923,0.9901954531669617,0.4177189767360687,0.7569271326065063,-0.04310957342386246,0.9925957322120667,0.4231058657169342,0.7597899436950684,0.00878057163208723,0.9906371235847473,0.421806275844574,0.7585479617118835,0.008293269202113152,0.993478536605835,0.42041894793510437,0.757785975933075,0.008174396120011806,0.9931825995445251,0.40672194957733154,0.7289897203445435,-0.13165776431560516,0.9881814122200012,0.40782883763313293,0.7302460670471191,0.10477151721715927,0.9614582657814026,0.4388442635536194,0.7137126922607422,-0.032307274639606476,0.9714755415916443,0.44050052762031555,0.7166454792022705,0.03349339962005615,0.9541992545127869,0.40402406454086304,0.6268793940544128,-0.21398672461509705,0.9991965889930725,0.40221449732780457,0.6064978837966919,0.23116421699523926,0.9941001534461975,0.35057327151298523,0.7993091344833374,-0.41285133361816406,0.902678370475769,0.3492439091205597,0.7465341091156006,0.28427940607070923,0.007245182525366545,0.26921600103378296,0.9164265990257263,-0.4441189765930176,0.87143474817276,0.27889731526374817,0.8496841788291931,0.08568160980939865,0.039056845009326935,0.24166671931743622,0.9289069771766663,-0.5014548301696777,0.8107659816741943,0.25383394956588745,0.8570001721382141,0.06919737905263901,0.09978482872247696,0.23718728125095367,0.9174838066101074,-0.4711247384548187,0.7836720943450928,0.253025084733963,0.8560523986816406,0.024923566728830338,0.10150688141584396,0.24598011374473572,0.9128637313842773,-0.4322042763233185,0.6883227825164795,0.26077306270599365,0.8555655479431152,0.05897686630487442,0.08843675255775452,0.5335187315940857,0.2637068033218384,-0.15900038182735443,0.9961469173431396,0.5320311188697815,0.2553679049015045,0.1587437391281128,0.9963357448577881,0.6350790858268738,0.5538421273231506,-0.05883704498410225,0.1608692705631256,0.6336889266967773,0.5456510782241821,0.1518830507993698,0.001040092553012073,0.7179734706878662,0.8335338234901428,-0.017193634063005447,0.2844080924987793,0.7066581845283508,0.8107026219367981,0.2621329128742218,0.0043783667497336864,0.7423450350761414,0.8703046441078186,-0.02501310221850872,0.5506178736686707,0.732235848903656,0.8515383005142212,0.2673312723636627,0.022691380232572556,0.6618886590003967,0.9076716303825378,-0.16895602643489838,0.4909445345401764,0.656774640083313,0.8883978128433228,0.1696910560131073,0.014788755215704441
downdog,0.46240684390068054,0.6790050268173218,-0.02043570578098297,0.9937818646430969,0.44468578696250916,0.6914176940917969,-0.04615264758467674,0.9886693358421326,0.44273173809051514,0.69013512134552,-0.046540215611457825,0.9907281398773193,0.4409106373786926,0.6885280609130859,-0.04645131155848503,0.991252601146698,0.4462169408798218,0.6917418241500854,-0.003035368397831917,0.9925048351287842,0.4452749490737915,0.6910387277603149,-0.0036941305734217167,0.9957233667373657,0.444024920463562,0.6901401877403259,-0.0038908005226403475,0.9953698515892029,0.43415597081184387,0.664600670337677,-0.11466677486896515,0.9909385442733765,0.43572014570236206,0.666355311870575,0.0826871320605278,0.9840410947799683,0.4699782133102417,0.6562854051589966,-0.03533855453133583,0.9720706343650818,0.47123485803604126,0.6589376926422119,0.01905859261751175,0.969183623790741,0.4510115385055542,0.5672349333763123,-0.15394216775894165,0.9991493225097656,0.4525163769721985,0.5712171196937561,0.17585012316703796,0.9957970380783081,0.3821573257446289,0.7021703720092773,-0.303082674741745,0.8195704221725464,0.38442566990852356,0.6969578266143799,0.19322556257247925,0.0031724991276860237,0.29992586374282837,0.849175214767456,-0.28712624311447144,0.745175302028656,0.31832370162010193,0.825175404548645,-0.019193070009350777,0.02213718742132187,0.26342517137527466,0.8563435077667236,-0.3315134048461914,0.7306678295135498,0.29054585099220276,0.8261562585830688,-0.037875667214393616,0.07560786604881287,0.26068615913391113,0.8543105125427246,-0.30151328444480896,0.6963963508605957,0.2887732982635498,0.8306491374969482,-0.0772753655910492,0.07860828936100006,0.27604788541793823,0.8532369136810303,-0.27473485469818115,0.611311137676239,0.30111628770828247,0.8324041366577148,-0.04379059001803398,0.06780943274497986,0.6362478137016296,0.3242868483066559,-0.1158560961484909,0.9983697533607483,0.6379618644714355,0.3383570611476898,0.1156264990568161,0.9982946515083313,0.7173181772232056,0.5887584090232849,-0.05249606445431709,0.496656209230423,0.7177090644836426,0.5736292004585266,0.13110490143299103,0.0012509217485785484,0.8168337345123291,0.812463641166687,0.015444863587617874,0.627955436706543,0.8016385436058044,0.7675029039382935,0.23697273433208466,0.006104640197008848,0.8386537432670593,0.8465671539306641,0.0130338529124856,0.8905606269836426,0.8246366381645203,0.8069005012512207,0.24336931109428406,0.027688462287187576,0.757611870765686,0.8607728481292725,-0.09407743811607361,0.8254156708717346,0.7488202452659607,0.8217490911483765,0.16274847090244293,0.02607368491590023
downdog,0.3659731149673462,0.7634449601173401,-0.050079189240932465,0.9993507266044617,0.34685084223747253,0.7707386016845703,-0.09318338334560394,0.9987433552742004,0.34481081366539,0.7676188349723816,-0.09356003254652023,0.998920202255249,0.34303033351898193,0.7648417353630066,-0.09359046816825867,0.9991449117660522,0.3466948866844177,0.771659791469574,-0.029417531564831734,0.9989563226699829,0.34464335441589355,0.7694204449653625,-0.029982149600982666,0.9992485642433167,0.34249770641326904,0.7677614688873291,-0.03012821450829506,0.9991600513458252,0.3329853117465973,0.7380445003509521,-0.21381734311580658,0.9990189075469971,0.3326922357082367,0.7397461533546448,0.07807057350873947,0.9960057139396667,0.37095919251441956,0.7384325861930847,-0.08129971474409103,0.9970108270645142,0.3711636960506439,0.7397984862327576,0.00032549467869102955,0.9950000047683716,0.3441234230995178,0.6370681524276733,-0.3281152546405792,0.9997296929359436,0.3434341549873352,0.6284543871879578,0.24693799018859863,0.9980430603027344,0.2949181795120239,0.8004462718963623,-0.5621142387390137,0.9491657018661499,0.2990686297416687,0.76983642578125,0.3106251358985901,0.011199808679521084,0.20643025636672974,0.9225922226905823,-0.5836031436920166,0.9192683696746826,0.23404085636138916,0.8641475439071655,0.06899562478065491,0.059246838092803955,0.17044836282730103,0.9354006052017212,-0.6553602814674377,0.8891533613204956,0.20670181512832642,0.8697723150253296,0.051372915506362915,0.1612900197505951,0.1677832007408142,0.924537181854248,-0.6192996501922607,0.8741511702537537,0.20539632439613342,0.8737738132476807,-0.004800532944500446,0.16469857096672058,0.17886045575141907,0.9236563444137573,-0.5702328085899353,0.8137544393539429,0.2131829857826233,0.8753312826156616,0.03555148467421532,0.15257665514945984,0.5318907499313354,0.3558298349380493,-0.20096027851104736,0.9981801509857178,0.5259345769882202,0.34633415937423706,0.20077767968177795,0.9983301758766174,0.6364074945449829,0.6123912334442139,-0.07665301859378815,0.3506302237510681,0.6362428665161133,0.6026185154914856,0.26544588804244995,0.0023888791911303997,0.732135534286499,0.8525930643081665,0.015870200470089912,0.5402810573577881,0.7210206985473633,0.8343977332115173,0.40927818417549133,0.011579512618482113,0.7622075080871582,0.8930172920227051,0.01068436075001955,0.7701452970504761,0.7469342947006226,0.8690165877342224,0.41668227314949036,0.04756215959787369,0.6544694900512695,0.9135868549346924,-0.15616542100906372,0.7107285261154175,0.646370530128479,0.889067530632019,0.3023025691509247,0.0353509895503521
downdog,0.4001944661140442,0.6823094487190247,-0.0525699183344841,0.9893521666526794,0.38152480125427246,0.6808466911315918,-0.08524336665868759,0.9827925562858582,0.3805999159812927,0.6772928237915039,-0.0856548398733139,0.9835688471794128,0.37968412041664124,0.6735771894454956,-0.0856153666973114,0.9867638945579529,0.3813062608242035,0.6813324689865112,-0.036874961107969284,0.9879509806632996,0.3801158666610718,0.6784454584121704,-0.03745412081480026,0.9919002056121826,0.37869685888290405,0.6755345463752747,-0.037616632878780365,0.991912841796875,0.3776387870311737,0.6381415128707886,-0.1736980378627777,0.9852145314216614,0.37602174282073975,0.6429634094238281,0.04688993841409683,0.9715560078620911,0.41339173913002014,0.6613779067993164,-0.07399571686983109,0.9603195190429688,0.41276392340660095,0.6647114753723145,-0.01291116327047348,0.9475396275520325,0.41013073921203613,0.5517828464508057,-0.25030994415283203,0.998528003692627,0.40833041071891785,0.5376178026199341,0.1673489809036255,0.9913982152938843,0.3193340599536896,0.6986805200576782,-0.4353063404560089,0.7527481317520142,0.32598528265953064,0.6671340465545654,0.1895119696855545,0.0025217935908585787,0.22859764099121094,0.8249495625495911,-0.4602107107639313,0.6459190249443054,0.2500773072242737,0.7629485130310059,-0.01320435106754303,0.013665412552654743,0.19949272274971008,0.8345217704772949,-0.5190516710281372,0.5859296321868896,0.23117174208164215,0.7584100961685181,-0.03185379505157471,0.04168800637125969,0.19451084733009338,0.8266909122467041,-0.48845174908638,0.5436608791351318,0.2283366322517395,0.7600276470184326,-0.07559290528297424,0.04223642870783806,0.2061273157596588,0.8248400688171387,-0.44927725195884705,0.44652724266052246,0.23461651802062988,0.7646951675415039,-0.04021286591887474,0.03787914663553238,0.5975920557975769,0.2626384496688843,-0.14560751616954803,0.997745931148529,0.5913330912590027,0.26048097014427185,0.1453765332698822,0.9977903366088867,0.6875871419906616,0.5329004526138306,-0.027960246428847313,0.19118356704711914,0.6840135455131531,0.5263097286224365,0.1936386376619339,0.0011545318411663175,0.7640112042427063,0.7773346900939941,0.07717399299144745,0.25777366757392883,0.7492866516113281,0.746222734451294,0.30650365352630615,0.004422144964337349,0.7846981883049011,0.8146209716796875,0.07832322269678116,0.5741537809371948,0.7708723545074463,0.7894684672355652,0.3122532367706299,0.018944060429930687,0.6868918538093567,0.8239651918411255,-0.0427454337477684,0.41214483976364136,0.6847959756851196,0.8065171837806702,0.2151910364627838,0.012828863225877285
downdog,0.43591639399528503,0.7427644729614258,-0.0759393572807312,0.9986616373062134,0.42124611139297485,0.7466863393783569,-0.10577549785375595,0.9972394704818726,0.4199158847332001,0.7459498047828674,-0.10616222023963928,0.9978379607200623,0.4187367558479309,0.7454096078872681,-0.10614226758480072,0.9981061220169067,0.4213685691356659,0.7456037998199463,-0.05989031866192818,0.9978801012039185,0.4200323224067688,0.7443305253982544,-0.06036219000816345,0.9986592531204224,0.4185137152671814,0.7432692050933838,-0.06043621525168419,0.9984167814254761,0.4111761450767517,0.7290911674499512,-0.18239834904670715,0.9980510473251343,0.4107903242111206,0.728656530380249,0.02958117239177227,0.9927242398262024,0.44025665521621704,0.7313866019248962,-0.09309744834899902,0.9922046661376953,0.4411374032497406,0.7315853834152222,-0.034489504992961884,0.9896173477172852,0.4244674742221832,0.6840081810951233,-0.258705735206604,0.9997748732566833,0.4246337413787842,0.6730442047119141,0.17267636954784393,0.9975391626358032,0.35894811153411865,0.7603793740272522,-0.41782131791114807,0.9604059457778931,0.36000633239746094,0.7384876608848572,0.22994783520698547,0.009518078528344631,0.2652397155761719,0.8002433180809021,-0.41206398606300354,0.9547274708747864,0.2837524712085724,0.772462785243988,0.030303610488772392,0.11478365212678909,0.23826953768730164,0.8074829578399658,-0.46540653705596924,0.9264249801635742,0.26019152998924255,0.7706122398376465,0.01022309623658657,0.3018892705440521,0.23386284708976746,0.801854133605957,-0.44182056188583374,0.9138849973678589,0.25927621126174927,0.7703424096107483,-0.0305714663118124,0.31376218795776367,0.2438884973526001,0.7994300723075867,-0.40184491872787476,0.8674207329750061,0.26613426208496094,0.7711909413337708,0.004894366022199392,0.26422345638275146,0.5806189775466919,0.5232433080673218,-0.1527337282896042,0.9975590705871582,0.574843168258667,0.5240746140480042,0.15240241587162018,0.9970894455909729,0.6133610606193542,0.6624324321746826,-0.08073562383651733,0.6162941455841064,0.6079639196395874,0.6577914953231812,0.2310471534729004,0.0026261229068040848,0.7311378717422485,0.7468935251235962,0.07925449311733246,0.6362626552581787,0.7066958546638489,0.7380704879760742,0.42619410157203674,0.018675662577152252,0.7646461129188538,0.7618279457092285,0.08626896888017654,0.8180193305015564,0.7389984130859375,0.7544665932655334,0.440534383058548,0.07281192392110825,0.7042862176895142,0.7961876392364502,-0.021836863830685616,0.8023569583892822,0.6769374012947083,0.7840728759765625,0.3733435571193695,0.06739197671413422
downdog,0.3020370602607727,0.6023271083831787,0.019411426037549973,0.9582698345184326,0.2802692651748657,0.6108671426773071,-0.02048119343817234,0.9329320788383484,0.2764698266983032,0.608432412147522,-0.020977415144443512,0.9329232573509216,0.272682785987854,0.6056848764419556,-0.020881008356809616,0.94717937707901,0.28234586119651794,0.6121300458908081,0.02586819976568222,0.9624714851379395,0.2802058756351471,0.6109762191772461,0.024960389360785484,0.9766142964363098,0.2776961624622345,0.6097794771194458,0.024629689753055573,0.9817742109298706,0.25892898440361023,0.5769994258880615,-0.11942495405673981,0.9554516077041626,0.2639161944389343,0.5811245441436768,0.09017626941204071,0.9591687917709351,0.3084293007850647,0.578474223613739,-0.0012772770132869482,0.904358983039856,0.3108058571815491,0.5789604187011719,0.056203268468379974,0.9086841940879822,0.28415384888648987,0.497154176235199,-0.17074264585971832,0.9982329607009888,0.2954542934894562,0.4834601879119873,0.1974213719367981,0.9949876070022583,0.22147861123085022,0.6700665950775146,-0.3073365390300751,0.45203953981399536,0.2321735918521881,0.6259393692016602,0.1996486634016037,0.002146415878087282,0.13319844007492065,0.8143889904022217,-0.26602405309677124,0.27443811297416687,0.1622898429632187,0.7473401427268982,-0.017596088349819183,0.01016176026314497,0.09226545691490173,0.8306039571762085,-0.311693400144577,0.30659201741218567,0.12805628776550293,0.7535891532897949,-0.039014287292957306,0.028910232707858086,0.08458927273750305,0.8181099891662598,-0.2846185564994812,0.28161194920539856,0.12138158082962036,0.7583798170089722,-0.07825697958469391,0.029398050159215927,0.09679137915372849,0.8150976896286011,-0.2541278302669525,0.2292424887418747,0.13019147515296936,0.7631783485412598,-0.04296790435910225,0.025322359055280685,0.5739066004753113,0.2818164825439453,-0.11615899950265884,0.9988203644752502,0.5702683925628662,0.28334760665893555,0.11574087291955948,0.9989057779312134,0.7389014959335327,0.517297625541687,-0.06450207531452179,0.17392510175704956,0.734195351600647,0.5177578330039978,0.1425670087337494,0.0009890726068988442,0.8985803723335266,0.7338126301765442,0.00037186042754910886,0.17502109706401825,0.8760635852813721,0.7123400568962097,0.2435842752456665,0.0021299151703715324,0.9341794848442078,0.7730979919433594,-0.001284872181713581,0.573535144329071,0.9105749726295471,0.7484118342399597,0.24866732954978943,0.009942429140210152,0.8253854513168335,0.8051764965057373,-0.10702700912952423,0.3178883194923401,0.8107149004936218,0.7800993919372559,0.15847989916801453,0.006552346982061863
